epoch,zpid,addr,zipCode,price,status,beds,baths,sqft
1464056767,89893065,2940 N Damen Ave APT 2N  Chicago  IL 60618,60618,$399900,for-sale,2 beds,2 baths,1200 sqft
1464056767,3724472,2700 N Hampden Ct APT 15D  Chicago  IL 60614,60614,$330000,for-sale,2 beds,2 baths,-- sqft
1464056767,89887476,2703 N Wilton Ave # 3  Chicago  IL 60614,60614,$389000,for-sale,2 beds,2 baths,1100 sqft
1464056767,3738539,345 W Fullerton Pkwy APT 2902  Chicago  IL 60614,60614,$419000,for-sale,2 beds,2 baths,1100 sqft
1464056767,87725083,1330 W Diversey Pkwy APT 2W  Chicago  IL 60614,60614,$550000,for-sale,3 beds,2 baths,1481 sqft
1464056767,3731977,1760 W Wrightwood Ave APT 305  Chicago  IL 60614,60614,$430000,for-sale,2 beds,2 baths,1625 sqft
1464056767,2098724230,630 W Oakdale Ave UNIT 1  Chicago  IL 60657,60657,$539000,for-sale,2 beds,2 baths,1800 sqft
1464056767,3731778,2324 W Montana St  Chicago  IL 60647,60647,$540000,for-sale,2 beds,2 baths,1730 sqft
1464056767,89937209,2811 N Bell Ave UNIT 205  Chicago  IL 60618,60618,$369000,for-sale,2 beds,2 baths,1412 sqft
1464056767,60265135,2746 N Wolcott Ave APT 2N  Chicago  IL 60614,60614,$350000,for-sale,2 beds,2 baths,1200 sqft
1464056767,80858389,2800 N Orchard St APT 603  Chicago  IL 60657,60657,$400000,for-sale,2 beds,2 baths,1150 sqft
1464056767,60201552,1529 W Montana St # 2  Chicago  IL 60614,60614,$425000,for-sale,2 beds,2 baths,-- sqft
1464056767,2098793189,2955 N Racine Ave # 09209484  Chicago  IL 60657,60657,$459000,for-sale,2 beds,2 baths,-- sqft
1464056767,87708718,2329 W Altgeld St APT 1W  Chicago  IL 60647,60647,$469995,for-sale,3 beds,3 baths,-- sqft
1464056767,2098882000,1513 W Diversey Pkwy # 2E  Chicago  IL 60614,60614,$550000,for-sale,2 beds,2 baths,-- sqft
1464056767,3723115,330 W Diversey Pkwy APT 2607  Chicago  IL 60657,60657,$525000,for-sale,2 beds,2 baths,1138 sqft
1464056767,54534960,1960 W Diversey Pkwy # 2  Chicago  IL 60614,60614,$300000,for-sale,2 beds,2 baths,1200 sqft
1464056767,3727095,2400 N Lakeview Ave APT 1805  Chicago  IL 60614,60614,$339000,for-sale,2 beds,2 baths,1200 sqft
1464056767,49918269,2529 N Halsted St APT 1S  Chicago  IL 60614,60614,$379900,for-sale,2 beds,2 baths,-- sqft
1464056767,2104012840,2853 N Elston Ave  Chicago  IL 60618,60618,$315100,for-sale,5 beds,4 baths,1 sqft
1464056767,2099063190,740 W Fullerton Ave # 09186583  Chicago  IL 60614,60614,$469900,for-sale,2 beds,2 baths,1191 sqft
1464056767,3726564,2600 N Lakeview Ave APT 2E  Chicago  IL 60614,60614,$447500,for-sale,2 beds,2 baths,1500 sqft
1464056767,70461423,2405 N Orchard St APT 1  Chicago  IL 60614,60614,$375000,for-sale,2 beds,2 baths,1100 sqft
1464056767,3738303,2336 N Commonwealth Ave APT 201  Chicago  IL 60614,60614,$419000,for-sale,3 beds,2 baths,1400 sqft
1464056767,58362163,2736 N Bosworth Ave  Chicago  IL 60614,60614,$495000,for-sale,3 beds,3 baths,2000 sqft
1464056767,3730438,911 W Wrightwood Ave # 2  Chicago  IL 60614,60614,$425000,for-sale,2 beds,2 baths,1067 sqft
1464056767,87694062,2650 N Seminary Ave # 2  Chicago  IL 60614,60614,$474500,for-sale,2 beds,2 baths,1300 sqft
1464056767,3721534,435 W Surf St APT 1B  Chicago  IL 60657,60657,$359900,for-sale,2 beds,2 baths,1400 sqft
1464056767,61962890,1201 W Wrightwood Ave APT 1  Chicago  IL 60614,60614,$485000,for-sale,2 beds,2 baths,1200 sqft
1464056767,70461948,1927 W Diversey Pkwy UNIT 1B  Chicago  IL 60614,60614,$349000,for-sale,2 beds,2 baths,-- sqft
1464056767,2099063191,1801 W Diversey Pkwy # 09186482  Chicago  IL 60614,60614,$550000,for-sale,3 beds,2 baths,2200 sqft
1464056767,65561773,2256 W Wolfram St  Chicago  IL 60618,60618,$449000,for-sale,2 beds,3 baths,1828 sqft
1464056767,119096152,2626 N Halsted St APT 2  Chicago  IL 60614,60614,$539900,for-sale,2 beds,3 baths,2300 sqft
1464056767,2100607978,2440 N Lakeview Ave # 2D  Chicago  IL 60614,60614,$398000,for-sale,2 beds,2 baths,1400 sqft
1464056767,3730222,1133 W Drummond Pl APT A8  Chicago  IL 60614,60614,$364900,for-sale,2 beds,1.5 baths,1200 sqft
1464056767,89894486,2401 N Janssen Ave APT 303  Chicago  IL 60614,60614,$540000,for-sale,2 beds,2 baths,1400 sqft
1464056767,2099063346,2770 N Wolcott Ave # 09184250  Chicago  IL 60614,60614,$550000,for-sale,4 beds,2.5 baths,2200 sqft
1464056767,3729867,2417 N Janssen Ave APT A  Chicago  IL 60614,60614,$439900,for-sale,2 beds,2 baths,-- sqft
1464056767,2099214207,2348 W Oakdale Ave  Chicago  IL 60618,60618,$419000,for-sale,2 beds,1.5 baths,1680 sqft
1464056767,80831647,1154 W Diversey Pkwy APT 3E  Chicago  IL 60614,60614,$529900,for-sale,2 beds,2 baths,1700 sqft
1464056767,2099026839,2736 N Ashland Ave # 2S  Chicago  IL 60614,60614,$499000,for-sale,2 beds,2 baths,1460 sqft
1464056767,80831069,807 W Lill Ave APT 304  Chicago  IL 60614,60614,$329900,for-sale,2 beds,2 baths,-- sqft
1464221671,2098997309,2837 N Springfield Ave  Chicago  IL 60618,60618,$474900,for-sale,7 beds,4 baths,-- sqft
